Event Name,Date,Venue,Address,Latitude,Longitude,Segment,Genre,SubGenre,event_score
Legends of Horror - Family Hours,2025-10-19,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre,3.0
Rogers Centre Tour,2025-10-18,Rogers Centre,1 Blue Jays Way,43.641642,-79.390043,Unknown,Unknown,Unknown,3.0
Opera Atelier presents The Magic Flute,2025-10-18,The Elgin & Winter Garden Theatres,189 Yonge St.,43.6529194,-79.3794517,Arts & Theatre,Opera,Opera,3.0
Rogers Centre Tour,2025-10-17,Rogers Centre,1 Blue Jays Way,43.641642,-79.390043,Unknown,Unknown,Unknown,3.0
Toronto Maple Leafs vs Seattle Kraken,2025-10-18,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Brooklyn Nets,2025-10-17,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Detroit Red Wings,2025-10-13,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Boston Celtics,2025-10-10,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Nashville Predators,2025-10-14,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs New York Rangers,2025-10-16,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Casa Loma General Admission,2025-10-16,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
"LEGENDS, Presented By The Canadian Songwriters Hall Of Fame And RBC",2025-10-17,Meridian Arts Centre: Lyric Theatre,5040 Yonge Street,43.766031,-79.414375,Miscellaneous,Undefined,Undefined,2.1
Amine,2025-10-10,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Amine,2025-10-11,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Bladee -  Martyr Tour,2025-10-12,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
A House of Dynamite,2025-10-14,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Werewolf with recorded intro by Ashley McKenzie,2025-10-14,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-16,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
AFROFUSION: Signature Programme 1,2025-10-15,Bluma Appel Theatre,27 Front St E,43.64734680000001,-79.3750764,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-15,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Medix College Graduation 2025,2025-10-16,Meridian Arts Centre,5040 Yonge Street,43.766676,-79.41233710000002,Unknown,Unknown,Unknown,1.8
Ballad of a Small Player,2025-10-19,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Frankenstein (35mm),2025-10-19,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Frankenstein (35mm),2025-10-17,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Ballad of a Small Player,2025-10-17,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Suites - AFC Toronto vs Montreal Roses FC,2025-10-19,York Lions Stadium,Ian MacDonald Boulevard,43.77305300000001,-79.503552,Unknown,Unknown,Unknown,1.8
The Tales of Beatrix Potter,2025-10-19,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-12,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Virgin and the Monster,2025-10-12,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
While the Green Grass Grows,2025-10-12,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Bride of Frankenstein,2025-10-12,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-12,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Isle of Dogs,2025-10-15,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Black Moon,2025-10-16,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
AFROFUSION: Signature Programme 1,2025-10-16,Bluma Appel Theatre,27 Front St E,43.64734680000001,-79.3750764,Unknown,Unknown,Unknown,1.8
HOMEGROWN: Signature Programme 2,2025-10-18,Bluma Appel Theatre,27 Front St E,43.64734680000001,-79.3750764,Unknown,Unknown,Unknown,1.8
HOMEGROWN: Signature Programme 2,2025-10-19,Bluma Appel Theatre,27 Front St E,43.64734680000001,-79.3750764,Unknown,Unknown,Unknown,1.8
Frankenstein (35mm),2025-10-18,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
AFROFUSION: Signature Programme 1,2025-10-17,Bluma Appel Theatre,27 Front St E,43.64734680000001,-79.3750764,Unknown,Unknown,Unknown,1.8
Picture of Light,2025-10-17,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
AFROFUSION: Signature Programme 1,2025-10-18,Bluma Appel Theatre,27 Front St E,43.64734680000001,-79.3750764,Unknown,Unknown,Unknown,1.8
Ballad of a Small Player,2025-10-18,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
"Gambling, Gods and LSD",2025-10-19,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-11,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Eastern Avenue,2025-10-11,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-10,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Donkey Skin,2025-10-11,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-11,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-10,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Valerie and Her Week of Wonders,2025-10-10,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
