Event Name,Date,Venue,Address,Latitude,Longitude,Segment,Genre,SubGenre
Biohazard,2025-10-26,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Metal,Nu-Metal
A Tribute to Simon and Garfunkel,2025-10-26,Meridian Arts Centre: George Weston,5040 Yonge Street,43.76613790,-79.41425050,Arts & Theatre,Theatre,Drama
A Tribute to Simon and Garfunkel,2025-10-26,Meridian Arts Centre: George Weston,5040 Yonge Street,43.76613790,-79.41425050,Arts & Theatre,Theatre,Drama
Legends of Horror - Family Hours,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-26,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Toronto Marlies v Belleville Senators,2025-10-26,Coca-Cola Coliseum,45 Manitoba Drive,43.63509680,-79.41572430,Sports,Hockey,AHL
Chris Williamson - Self Discovery Live Show Tour 2025,2025-10-26,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Arts & Theatre,Theatre,Podcast
Gavin Adcock - Need To Tour 2025,2025-10-26,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Country,Country
Hiphop Tamizha,2025-10-26,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.71252500,-79.60204200,Music,Hip-Hop/Rap,French Rap
MJ (Touring),2025-10-26,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Up Next,2025-10-26,OCAD U - The Great Hall,100 McCaul Street,N/A,N/A,N/A,N/A,N/A
Rogers Centre Tour,2025-10-26,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
2025 World Series Game 3 Suites,2025-10-26,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Up Next,2025-10-26,OCAD U - The Great Hall,100 McCaul Street,N/A,N/A,N/A,N/A,N/A
Up Next,2025-10-26,OCAD U - The Great Hall,100 McCaul Street,N/A,N/A,N/A,N/A,N/A
Valerie and Her Week of Wonders,2025-10-26,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
The End of Time,2025-10-26,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Gavin Adcock - Need To Tour 2025,2025-10-26,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
Jess Moskaluke - Life For Me Tour,2025-10-26,The Phoenix Concert Theatre,410 Sherbourne Street,43.664730,-79.374200,Music,Country,Alternative Country
Modo-Live Presents: The Legendary Pink Dots with Orbit Service,2025-10-26,The Dance Cave,529 Bloor Street West,43.665244,-79.409452,Music,Alternative,Alternative Rock
THE TOXHARDS with Special Guests,2025-10-26,Drake Underground,1150 Queen St. West,43.643290,-79.424630,Music,Rock,Rock
Lorna Shore,2025-10-27,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.71252500,-79.60204200,Music,Metal,Nu-Metal
"GIVEON: Dear Beloved, The Tour",2025-10-27,Coca-Cola Coliseum,45 Manitoba Drive,43.63509680,-79.41572430,Music,R&B,R&B
PinkPantheress,2025-10-27,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Music,Pop,Pop
Little Simz,2025-10-27,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Hip-Hop/Rap,French Rap
Legends of Horror - Family Hours,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-27,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Lexa Gates: I Am Tour,2025-10-27,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Hip-Hop/Rap,French Rap
Bassvictim,2025-10-27,Velvet Underground,508 Queen St. W.,43.64771720,-79.40148220,Music,Dance/Electronic,Witchstep
2025 World Series Game 4 Suites,2025-10-27,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Rogers Centre Tour,2025-10-27,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Little Simz,2025-10-27,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
IAMX: Fault Lines 2 Tour,2025-10-28,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Rock,Alternative Rock
Little Big - The Original Skibidi Tour,2025-10-28,REBEL,11 Polson St.,43.64155480,-79.35402460,Music,Dance/Electronic,Witchstep
Oxis,2025-10-28,The Garrison,1197 Dundas Street West,43.64927320,-79.42230750,Music,Rock,Pop
Legends of Horror - Family Hours,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-28,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Vitamin String Quartet,2025-10-28,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Music,Pop,Pop
Of Monsters and Men - The Mouse Parade Tour,2025-10-28,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Folk,Indie Folk
MJ (Touring),2025-10-28,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Of Monsters and Men - The Mouse Parade Tour,2025-10-28,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
X with Final Girls Film Club,2025-10-28,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Toronto Maple Leafs vs Calgary Flames,2025-10-28,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Maple Leafs vs Calgary Flames,2025-10-28,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Rogers Centre Tour,2025-10-28,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Toronto Maple Leafs vs Calgary Flames,2025-10-28,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
SKRILLA with Special Guests,2025-10-28,Hard Luck Bar,772a Dundas Street West,43.652150,-79.407552,Music,Hip-Hop/Rap,Hip-Hop/Rap
Layto,2025-10-28,The Sound Garage,165 Geary Ave,43.669849,-79.436218,Music,Other,N/A
NoSo,2025-10-28,Drake Underground,1150 Queen St. West,43.643290,-79.424630,Music,Pop,Singer-Songwriter
Gabby Bernstein: The Universe Has Your Back,2025-10-29,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Miscellaneous,Lecture/Seminar,Lecture/Seminar
Henrik,2025-10-29,The Drake Hotel,1150 Queen Street West,43.64310780,-79.42464570,Music,Folk,Indie Folk
PinkPantheress,2025-10-29,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Music,Pop,Pop
LOJAY: XOXO Tour,2025-10-29,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,World,World
honestav,2025-10-29,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Hip-Hop/Rap,French Rap
Legends of Horror - Family Hours,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-29,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Toronto Marlies v Syracuse Crunch,2025-10-29,Coca-Cola Coliseum,45 Manitoba Drive,43.63509680,-79.41572430,Sports,Hockey,AHL
Sidewalks & Skeletons,2025-10-29,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Rock,Alternative Rock
MJ (Touring),2025-10-29,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
MJ (Touring),2025-10-29,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Toronto Raptors vs Houston Rockets,2025-10-29,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Raptors vs Houston Rockets,2025-10-29,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Toronto Raptors vs Houston Rockets,2025-10-29,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Joyce Wieland Shorts: Camaraderie,2025-10-29,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Rogers Centre Tour,2025-10-29,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
honestav,2025-10-29,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
MONEEN with Special Guests,2025-10-29,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative Rock
Fruit Bats,2025-10-29,Longboat Hall,"103 Dovercourt Rd, (Basement Of Great Hall)",43.643000,-79.422160,Music,Rock,Folk Rock
OsamaSon - Psykotic Tour,2025-10-30,REBEL,11 Polson St.,43.64155480,-79.35402460,Music,Hip-Hop/Rap,French Rap
Debra DiGiovanni,2025-10-30,The Rec Room,255 Bremner Blvd,43.64055400,-79.38598300,Arts & Theatre,Comedy,Comedy
GASHI,2025-10-30,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Hip-Hop/Rap,French Rap
PinkPantheress,2025-10-30,Massey Hall,178 Victoria St.,43.65418690,-79.37899750,Music,Pop,Pop
James Vickery - MOVED TO LEE'S PALACE,2025-10-30,Lee's Palace,529 Bloor St. W.,43.66543330,-79.40949740,Music,R&B,R&B
Hot Mulligan - THE SOUND A BODY MAKES WHEN IT'S STILL TOUR,2025-10-30,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Rock,Alternative Rock
Brighton Beach Memoirs,2025-10-30,Meridian Arts Centre: Studio Theatre,5040 Yonge Street,43.76613790,-79.41425050,Arts & Theatre,Theatre,Drama
Legends of Horror - Family Hours,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-30,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Welcome To Night Vale: Murder Night In Blood Forest,2025-10-30,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Arts & Theatre,Comedy,Comedy
Infinity Song - World Tour II,2025-10-30,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Jazz,Jazz
MJ (Touring),2025-10-30,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
MJ (Touring),2025-10-30,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Nightmare City,2025-10-30,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Rogers Centre Tour,2025-10-30,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Hot Mulligan,2025-10-30,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
Corbin,2025-10-30,The Concert Hall,The Masonic Temple,43.673080,-79.388420,Music,Hip-Hop/Rap,Hip-Hop/Rap
Pete & Bas with Delivery Boys,2025-10-30,The Phoenix Concert Theatre,410 Sherbourne Street,43.664730,-79.374200,Music,Hip-Hop/Rap,British Rap
Legends of Horror - Family Hours,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Silver Screenings: The Birds with Mark Peck,2025-10-31,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Field Guide to Ontario Birds,2025-10-31,TIFF Lightbox,350 King Street West,43.646631999999994,-79.3902049999999881,N/A,N/A,N/A
Rogers Centre Tour,2025-10-31,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
TMU Bold vs Lakehead (Men's & Women's Basketball),2025-10-31,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
TMU Bold vs Ontario Tech (Women's Hockey),2025-10-31,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
Inertia/Neurotic Heavy Metal Halloween Ball - 2025,2025-10-31,The Phoenix Concert Theatre,410 Sherbourne Street,43.664730,-79.374200,Music,Metal,Metal
"Red Astro Band - Tribute to Red Hot Chili Peppers, Russo, DJ Frankinstyle",2025-10-31,The Rockpile Bar & Nightclub,5555A Dundas St. West,43.629420,-79.548931,Music,Rock,Rock
TMU Bold Women's Basketball - 2025-26 Season Pass,2025-10-31,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
TMU Bold Men's Basketball - 2025-26 Season Pass,2025-10-31,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
Stolen Gin,2025-10-31,Drake Underground,1150 Queen St. West,43.643290,-79.424630,Music,Rock,Funk-Rock
"LEGENDS, Presented By The Canadian Songwriters Hall Of Fame And RBC",2025-10-17,Meridian Arts Centre: Lyric Theatre,5040 Yonge Street,43.76603100,-79.41437500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-10-05,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-10-16,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Casa Loma General Admission,2025-10-09,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Miscellaneous,Undefined,Undefined
Toronto Raptors vs. Memphis Grizzlies,2025-11-02,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Milwaukee Bucks,2025-11-04,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Charlotte Hornets,2025-11-17,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Washington Wizards,2025-11-21,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Brooklyn Nets,2025-11-23,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Raptors vs. Indiana Pacers,2025-11-26,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
Toronto Maple Leafs v Pittsburgh Penguins,2025-11-03,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Utah Mammoth,2025-11-05,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Boston Bruins,2025-11-08,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Carolina Hurricanes,2025-11-09,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Los Angeles Kings,2025-11-13,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v St. Louis Blues,2025-11-18,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Maple Leafs v Columbus Blue Jackets,2025-11-20,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Hockey,NHL
Toronto Raptors vs. Cleveland Cavaliers,2025-11-24,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Sports,Basketball,NBA
TMU Bold Men's Hockey - 2025-26 Season Pass,2025-10-02,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
TMU Bold Women's Volleyball - 2025-26 Season Pass,2025-10-23,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Volleyball,Volleyball
TMU Bold Men's Volleyball - 2025-26 Season Pass,2025-10-23,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Volleyball,Volleyball
TMU Bold Women's Hockey - 2025-26 Season Pass,2025-10-24,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
Circus: Halloween,2025-10-31,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Dance/Electronic,Witchstep
Mortem Halloween,2025-10-31,REBEL,11 Polson St.,43.64155480,-79.35402460,Music,Dance/Electronic,Witchstep
bullet tooth,2025-10-31,131 McCormack Street,131 McCormack Street,N/A,N/A,Music,Dance/Electronic,Witchstep
Scream - 10th Anniversary with Danny Tenaglia,2025-10-31,Noir,11 Polson St,43.64089700,-79.35459300,Music,Dance/Electronic,Witchstep
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-31,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
