Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price,Review,name,score,Review Score,Number of Reviews,Rating,Star Rating,Distance from Attraction,Location Score
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"The Slate Hotel Downtown, Sonder by Marriott Bonvoy","Entertainment District, Toronto (Entertainment District)",Queen Room,,,$278,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Riu Plaza Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe Double or Twin Room,,,$261,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Crowne Plaza Toronto Airport by IHG,"Etobicoke, Toronto",Standard Room,,,$116,,,,,,,,10.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Chelsea Hotel Toronto,"Yonge - Dundas, Toronto (Yonge - Dundas)",Standard Double Room with Two Double Beds,,,$203,,,,,,,,0.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Samesun Toronto,"Kensington Market, Toronto (Kensington Market)",Queen Room with Balcony,,,$147,,,,,,,,1.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,One King West Hotel and Residence,"Financial District, Toronto (Financial District)",Tower Deluxe Suite,,,$266,,,,,,,,0.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Town Inn Suites Hotel,"The Village, Toronto (The Village)",Deluxe King Suite,,,$169,,,,,,,,1.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Toronto Downtown Centre by IHG,"The Village, Toronto (The Village)",Standard Double Room with Two Double Beds,,,$243,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,DoubleTree by Hilton Toronto Downtown,"Downtown Toronto, Toronto",King Room,,,$305,,,,,,,,0.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,Room with Two Queen Beds - Non-Smoking,,,$119,,,,,,,,11 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Pan Pacific Toronto,"North York, Toronto",Deluxe Room King Bed,,,$109,,,,,,,,7.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Canadas Best Value Inn Toronto,"Etobicoke, Toronto",Queen Room - Non-Smoking,,,$106,,,,,,,,9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Executive Hotel Cosmopolitan Toronto,"Old Town Toronto, Toronto (Old Town Toronto)",Junior Suite - CN Tower View,,,$285,,,,,,,,0.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Sheraton Centre Toronto Hotel,"Downtown Toronto, Toronto (Queen West)","Guest room, 1 Queen",,,$321,,,,,,,,0.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Sandman Signature Toronto Airport Hotel,"Etobicoke, Toronto","Standard Room, 2 Queen Beds",,,$126,,,,,,,,10.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room,,,$123,,,,,,,,11.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Homewood Suites by Hilton Toronto Airport Corporate Centre,Toronto,King Studio Suite - Non-Smoking,,,$137,,,,,,,,11 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Great Canadian Casino Resort Toronto,"Etobicoke, Toronto",Racetrack King,,,$215,,,,,,,,11.9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Delta Suites - In Downtown Toronto, Opposite Scotiabank Arena, CN Tower, Rogers Centre & MTCC","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,,,$278,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Stylish One Bedroom Suite - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,,,$253,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Fairmont Royal York Hotel,"Financial District, Toronto (Entertainment District)",Queen Room,,,$408,,,,,,,,0.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Best Western Plus Travel Hotel Toronto Airport,Toronto,Queen Room,,,$126,,,,,,,,10.9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Gladstone House,"West Queen West, Toronto (West Queen West)",Studio Queen,,,$335,,,,,,,,2.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Embassy Suites By Hilton Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Two-Room King Suite,,,$147,,,,,,,,11 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,The Novotel Toronto Centre,"Old Town Toronto, Toronto (Old Town Toronto)",Superior with Two Queen Beds - Renovated,,,$389,,,,,,,,0.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,SoHo Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Luxury King Room,,,$305,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Breezy Lake And City Views - One Free Underground Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,,,$278,,,,,,,,1.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Hotel X Toronto, a Destination by Hyatt Hotel",Toronto,Deluxe King Room,,,$393,,,,,,,,2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",King Room,,,$243,,,,,,,,1.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,InterContinental Toronto Centre by IHG,"Entertainment District, Toronto (Entertainment District)",Classic Room,,,$357,,,,,,,,0.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Novotel Toronto North York,"North York, Toronto",Executive King Room with Sofa Bed,,,$224,,,,,,,,8.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Express Toronto Downtown by IHG,"Old Town Toronto, Toronto (Old Town Toronto)",Standard King Room,,,$387,,,,,,,,0.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Hilton Toronto,"Financial District, Toronto (Financial District)",Queen Room with Two Queen Beds,,,$296,,,,,,,,0.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,KozyStay Toronto,"North York, Toronto",Three-Bedroom House,,,$206,,,,,,,,9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Doubletree by Hilton Toronto Airport, ON","Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,,,$129,,,,,,,,11 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,The Parkdale Hostellerie,Toronto,Apartment with Terrace,,,$95,,,,,,,,2.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Woodbine Hotel & Suites,"Etobicoke, Toronto",King Room,,,$111,,,,,,,,11.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Express & Suites Toronto Airport South by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard King Room with Mobility Accessible Tub,,,$150,,,,,,,,10.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Delta Hotels by Marriott Toronto Airport & Conference Centre,"Etobicoke, Toronto",King Guest Room,,,$147,,,,,,,,10.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,W Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Deluxe King Room,,,$270,,,,,,,,1.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Adas Guesthouse,"Downtown Toronto, Toronto",Standard Queen Room,,,$110,,,,,,,,1.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Toronto Airport East by IHG,"Etobicoke, Toronto",Standard King Room,,,$129,,,,,,,,9.9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Union Hotel,"Financial District, Toronto (Financial District)",Queen Room,,,$305,,,,,,,,0.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Ace Hotel Toronto,"Fashion District, Toronto (Fashion District)",Queen Room,,,$306,,,,,,,,0.9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Hampton Inn & Suites by Hilton Toronto Downtown,"The Village, Toronto (The Village)",King Room,,,$275,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Parc Suites - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,,,$253,,,,,,,,0.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Toronto Marriott City Centre Hotel,"Entertainment District, Toronto (Entertainment District)","Concierge level, Guest room, 1 King, City view",,,$555,,,,,,,,0.8 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,SkyHigh Haven LED-Lit Downtown Condo Retreat,"Downtown Toronto, Toronto",Two-Bedroom Apartment,,,$143,,,,,,,,1.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Hyatt Regency Toronto,"Entertainment District, Toronto (Entertainment District)",Queen Room,,,$371,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Old Mill Toronto Hotel,"Etobicoke, Toronto",Basic Queen Room,,,$236,,,,,,,,5.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Yorkville Plaza Suites - Pool & Hot Tub,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment,,,$435,,,,,,,,1.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Kimpton Saint George Hotel by IHG,"The Annex, Toronto (The Annex)",Queen Room with Two Queen Beds,,,$280,,,,,,,,1.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Sheraton Toronto Airport Hotel & Conference Centre,"Etobicoke, Toronto","Traditional, Guest room, 2 Queen",,,$165,,,,,,,,10.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,EST Hotel,"Etobicoke, Toronto",Standard one Queen bed,,,$165,,,,,,,,13 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Toronto Don Valley Hotel and Suites,"North York, Toronto",Double Room with Two Double Beds,,,$132,,,,,,,,5.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Stylish City Escape,"Etobicoke, Toronto",Deluxe Double Room,,,$59,,,,,,,,6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Revery Toronto Downtown, Curio Collection by Hilton","Entertainment District, Toronto (Entertainment District)",King Room,,,$269,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Residence Inn by Marriott Toronto Airport,"Etobicoke, Toronto",King or Queen Suite with Sofa Bed,,,$174,,,,,,,,10.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Warm Downtown Home,"Old Town Toronto, Toronto (Old Town Toronto)",Standard Double Room,,,$129,,,,,,,,0.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Falstaff Home,Toronto,Double Room,,,$83,,,,,,,,7.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Comfort Inn & Conference Centre Toronto Airport,"Etobicoke, Toronto",Queen Room with Two Queen Beds,,,$111,,,,,,,,10.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"The Westin Harbour Castle, Toronto","The Harbourfront, Toronto (The Harbourfront)",Premium Queen Room with Two Queen Beds and Lake View,,,$374,,,,,,,,0.8 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Le Germain Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Classic Queen Room,,,$294,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"The Anndore House, part of JDV by Hyatt","The Village, Toronto (The Village)",Queen Loft,,,$375,,,,,,,,1.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Dragon Gate Inn,"Downtown Toronto, Toronto",Superior Studio 2 Bed,,,$162,,,,,,,,1.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Stay Inn Hotel Toronto,"Etobicoke, Toronto",Business King Room - Fully Renovated 2021,,,$174,,,,,,,,8.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,The Westin Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)","Traditional, Guest room, 1 King",,,$155,,,,,,,,11.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Deluxe Suites at York,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Harbor View,,Late Escape Deal,$247,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Super 8 by Wyndham Toronto East ON,"Scarborough, Toronto",Queen Room - Non-Smoking,,,$106,,,,,,,,9.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Toronto Travellers Home,"Kensington Market, Toronto (Kensington Market)",Double Room,,,$130,,,,,,,,0.9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Dream Catcher Travel House,Toronto,Double Room with Private Bathroom,,,$102,,,,,,,,2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,freed Suites - Downtown Toronto,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,,,$340,,,,,,,,0.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Nox Hostel,"Downtown Toronto, Toronto",Double Room with Shared Bathroom,,,$105,,,,,,,,1.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,1 Hotel Toronto,"Fashion District, Toronto (Fashion District)",Studio King,,,$355,,,,,,,,1.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Royal Oak Inn,"Cabbagetown, Toronto (Cabbagetown)",Double Room,,,$144,,,,,,,,0.8 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"The Ellios Suites - In Downtown Toronto, Opposite CN Tower & Rogers Centre","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,,,$278,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,The Roland Peaceful 2BR Suite Near Downtown Toronto,"Old Town Toronto, Toronto (Old Town Toronto)",Suite,,,$214,,,,,,,,1.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Upgraded Rooms with Bath 7-min to Subway Near Downsview Rogers Stadium,"North York, Toronto",Deluxe Double Room with Bath,,,$112,,,,,,,,7.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Belarte Suites - Downtown Toronto - CN Tower & Rogers Centre,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,,,$798,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Luxury Basement-Private Bdr & Bathroom with free parking In Toronto,"Etobicoke, Toronto",Superior Queen Room,,,$57,,,,,,,,12.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,TononHouse,"North York, Toronto",Queen Room,,Late Escape Deal,$59,,,,,,,,9.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,The Omni King Edward Hotel,"Old Town Toronto, Toronto (Old Town Toronto)",Deluxe Room - 1 King Bed,,,$310,,,,,,,,0.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Stylish Condo Downtown Near CN Tower - Free parking,"Downtown Toronto, Toronto",One-Bedroom Apartment,,,$215,,,,,,,,1.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Delta Hotels by Marriott Toronto,"Entertainment District, Toronto (Entertainment District)",King Room with Lake View,,,$380,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Modern Apartment Close To The Beach with Parking,Toronto,Two-Bedroom Apartment,,,$317,,,,,,,,3.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Designer One Bedroom Suite - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,,,$290,,,,,,,,0.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Deluxe Inn,"Etobicoke, Toronto",Queen Room - Non-Smoking,,,$90,,,,,,,,8.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Modern Toronto Lake View & CN Tower View - One Free Parking,"The Harbourfront, Toronto (Entertainment District)",Two-Bedroom Apartment,,,$380,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Downtown Luxury Victorian Retreat,"Cabbagetown, Toronto (Cabbagetown)",Deluxe Queen Room with Garden View,,,$339,,,,,,,,0.8 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Toor Hotel Toronto, Part Of Jdv By Hyatt","Downtown Toronto, Toronto",King Room,,,$253,,,,,,,,0.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Sunset Bliss: Elegant 2BR Condo with Scenic Views!,"Downtown Toronto, Toronto",Two-Bedroom Apartment,,,$225,,,,,,,,1.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Madison Manor Boutique Hotel,"The Annex, Toronto (The Annex)",King or Queen Room,,,$210,,,,,,,,1.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Nobu Suites - Toronto's Entertainment District,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,,,$399,,,,,,,,0.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Best Western Plus Toronto North York Hotel & Suites,"North York, Toronto",Queen Room,,,$139,,,,,,,,10.3 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Park Hyatt Toronto,"The Annex, Toronto (The Annex)",One-Bedroom Suite - High Floor,,,$678,,,,,,,,1.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,The Hazelton Hotel,"Bloor-Yorkville, Toronto (Bloor-Yorkville)","Deluxe Room, 1 King Bed, Balcony",,,$754,,,,,,,,1.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Sutton Place Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Classic Room - 1 King Bed,,,$288,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Hazelton Suites - Yorkville - Indoor Pool & Hot Tub,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Apartment with View and Balcony,,,$580,,,,,,,,1.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Express Toronto-North York by IHG,"North York, Toronto",Queen Room with Accessible Transfer Shower - Non-Smoking,,,$135,,,,,,,,10.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Best Western Premier Toronto Airport Carlingview Hotel,"Etobicoke, Toronto (Northeast Mississauga)",King Room - Non-Smoking/Shower Only,,,$124,,,,,,,,10.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Montecassino Hotel & Event Centre,"North York, Toronto",Run Of The House,,,$155,,,,,,,,8.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Toronto Airport Marriott Hotel,"Etobicoke, Toronto",King Room,,,$166,,,,,,,,10.8 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Marriott Downtown at CF Toronto Eaton Centre,"Yonge - Dundas, Toronto (Yonge - Dundas)","Guest room, 2 Double",,,$257,,,,,,,,0.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Yonge Suites Apart Hotel,"Yonge - Dundas, Toronto (Yonge Street)",One-Bedroom Apartment,,,$245,,,,,,,,0.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,New Panoramic view 2BD & Den in Downtown Toronto,"The Village, Toronto (Yonge Street)",Two-Bedroom Apartment with Balcony,,Late Escape Deal,$276,,,,,,,,0.8 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Gabby's Place Downtown Core,"Cabbagetown, Toronto (Cabbagetown)",One-Bedroom Suite,,,$201,,,,,,,,0.8 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Deluxe Queen Rooms Downtown,Toronto,Queen Room with Shared Bathroom,,,$98,,,,,,,,2.9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Beautiful Luxurious Modern Condo With Breathtaking Views,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,,,$452,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Chic 3BR apartment in Queen West, Downtown Toronto",Toronto,Three-Bedroom Apartment,,,$145,,,,,,,,3.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Village at York U,"North York, Toronto",Deluxe Double Room,,,$94,,,,,,,,9.8 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Modern Lux Family Rooms - KingBed - Near Sheppard W Station Toronto,"North York, Toronto",Family Room,,,$114,,,,,,,,8.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Beautiful Modern Toronto Luxurious Scotiabank Arena,"Entertainment District, Toronto (Entertainment District)",Apartment with Lake View,,,$476,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Cozy Upper Beaches Apartment,Toronto,Two-Bedroom Apartment,,,$181,,,,,,,,3.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Bedroom in Corso Italia Neighborhood,Toronto,Apartment,,Late Escape Deal,$98,,,,,,,,4.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Downtown Toronto 2 bedrooms with parking,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,,Late Escape Deal,$486,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Fresh 3BR Home in Junction Area WFH Setup Backyard,Toronto,Holiday Home,,,$186,,,,,,,,4.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Filmores Hotel,"Downtown Toronto, Toronto",Queen Room,,,$155,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Designer 3Br & 2WR Townhouse,Toronto,Three-Bedroom Apartment,,,$217,,,,,,,,3.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Room in cozy house close to Lawrence Ave, WiFi, parking","North York, Toronto",Deluxe Double or Twin Room,,,$72,,,,,,,,5.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Le Germain Hotel Maple Leaf Square,"Entertainment District, Toronto (Entertainment District)",Classic King Room,,,$309,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Comfort Home Toronto,"Scarborough, Toronto",Standard Queen Room,,,$78,,,,,,,,8.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Downtown Toronto Condo CN Tower,"The Harbourfront, Toronto (Entertainment District)",One-Bedroom Apartment,,Late Escape Deal,$326,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,The Broadview Hotel,Toronto,Deluxe King Room,,,$433,,,,,,,,1.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Large 2BR on Bay Street 4 Beds with Balcony,"Downtown Toronto, Toronto",Two-Bedroom Deluxe Apartment with Balcony,,,$364,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"BISHA, a Luxury Collection Hotel, Toronto","Entertainment District, Toronto (Entertainment District)",The Nina King Room with City View,,,$414,,,,,,,,0.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Midtown 2 Bedroom Apartment,Toronto,Deluxe Double Room,,,$120,,,,,,,,3.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Chic 2BR Downtown King Suite Parking Sleeps 6,"Downtown Toronto, Toronto",Apartment,,,$341,,,,,,,,1.2 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Lum The Queen,Toronto,Suite,,,$250,,,,,,,,1.7 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Metropolis Loft - CN Tower,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Suite,,,$248,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Basement Suite with Private Patio in Davenport,Toronto,Apartment,,,$125,,,,,,,,3.1 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Private Rooms in House in North York Shared Kitchen,"North York, Toronto",Double Room with Shared Bathroom,,,$61,,,,,,,,10.4 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Relax in East York Space Share,Toronto,Double Room with Shared Bathroom,,,$58,,,,,,,,3.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Beautiful Townhouse In Toronto,"Scarborough, Toronto",Four-Bedroom Apartment,,,$157,,,,,,,,6.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"The Ritz-Carlton, Toronto","Entertainment District, Toronto (Entertainment District)",City View Room - 1 King bed,,,$674,,,,,,,,0.5 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Modern Home near Stockyards,Toronto,Two-Bedroom House,,,$205,,,,,,,,4.9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Downtown Charm 2BR Retreat in Prime Location,"Entertainment District, Toronto (Entertainment District)",Apartment,,,$242,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Nobu Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,,,$693,,,,,,,,0.6 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Immaculate Executive Townhouse 3Br&3Ba at Lawrence Park,"North York, Toronto",Three-Bedroom Townhouse,,,$378,,,,,,,,4.9 miles from downtown,
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"CN Tower View with Free Parking, Pool, Gym, Free Skating, and More","Downtown Toronto, Toronto",One-Bedroom Apartment,,,$324,,,,,,,,1.5 miles from downtown,
